event_id,basin_id,basin_name,event_type,start_date,end_date,duration_months,peak_intensity,mean_intensity,total_intensity,lag_month,from_event_type,to_event_type,start_year,start_month,end_year,end_month
EVT00340,dongting,洞庭湖流域,FTD,2021-04-01,2021-06-01,3,4.667803625166529,4.667803625166529,4.667803625166529,2,flood_or_wet,drought,2021,4,2021,6
EVT00341,dongting,洞庭湖流域,FTD,2021-05-01,2021-06-01,2,6.0719210323232495,6.0719210323232495,6.0719210323232495,1,flood_or_wet,drought,2021,5,2021,6
EVT00342,dongting,洞庭湖流域,drought,2021-06-01,2021-06-01,1,2.8820949321978913,2.8820949321978913,2.8820949321978913,,,,2021,6,2021,6
EVT00343,dongting,洞庭湖流域,flood_or_wet,2022-01-01,2022-02-01,2,3.2859418244104943,3.0167096607349135,6.033419321469827,,,,2022,1,2022,2
EVT00344,dongting,洞庭湖流域,drought,2022-08-01,2022-11-01,4,4.94468418494429,3.862500151611834,15.450000606447336,,,,2022,8,2022,11
EVT00345,dongting,洞庭湖流域,drought,2023-01-01,2023-03-01,3,2.910380773545781,2.3866500715792553,7.1599502147377665,,,,2023,1,2023,3
EVT00346,poyang,鄱阳湖流域,FTD,2001-04-01,2001-05-01,2,3.714403135198593,3.714403135198593,3.714403135198593,1,flood_or_wet,drought,2001,4,2001,5
EVT00347,poyang,鄱阳湖流域,flood_or_wet,2001-04-01,2001-04-01,1,1.8721699558045182,1.8721699558045182,1.8721699558045182,,,,2001,4,2001,4
EVT00348,poyang,鄱阳湖流域,DTF,2001-05-01,2001-06-01,2,3.1022354397197835,3.1022354397197835,3.1022354397197835,1,drought,flood_or_wet,2001,5,2001,6
EVT00349,poyang,鄱阳湖流域,drought,2001-05-01,2001-05-01,1,1.842233179394075,1.842233179394075,1.842233179394075,,,,2001,5,2001,5
EVT00350,poyang,鄱阳湖流域,flood_or_wet,2001-06-01,2001-06-01,1,1.2600022603257086,1.2600022603257086,1.2600022603257086,,,,2001,6,2001,6
EVT00351,poyang,鄱阳湖流域,FTD,2001-08-01,2001-09-01,2,5.464516713391717,5.464516713391717,5.464516713391717,1,flood_or_wet,drought,2001,8,2001,9
EVT00352,poyang,鄱阳湖流域,flood_or_wet,2001-08-01,2001-08-01,1,3.1019457338812835,3.1019457338812835,3.1019457338812835,,,,2001,8,2001,8
EVT00353,poyang,鄱阳湖流域,drought,2001-09-01,2001-09-01,1,2.362570979510433,2.362570979510433,2.362570979510433,,,,2001,9,2001,9
EVT00354,poyang,鄱阳湖流域,flood_or_wet,2001-12-01,2001-12-01,1,1.3702256604333856,1.3702256604333856,1.3702256604333856,,,,2001,12,2001,12
EVT00355,poyang,鄱阳湖流域,DTF,2002-06-01,2002-07-01,2,4.136436897463024,4.136436897463024,4.136436897463024,1,drought,flood_or_wet,2002,6,2002,7
EVT00356,poyang,鄱阳湖流域,drought,2002-06-01,2002-06-01,1,1.7635226399051376,1.7635226399051376,1.7635226399051376,,,,2002,6,2002,6
EVT00357,poyang,鄱阳湖流域,flood_or_wet,2002-07-01,2002-08-01,2,2.372914257557886,1.8524561088471936,3.704912217694387,,,,2002,7,2002,8
EVT00358,poyang,鄱阳湖流域,flood_or_wet,2002-10-01,2002-10-01,1,5.144553499055044,5.144553499055044,5.144553499055044,,,,2002,10,2002,10
EVT00359,poyang,鄱阳湖流域,flood_or_wet,2002-12-01,2002-12-01,1,3.164253031668628,3.164253031668628,3.164253031668628,,,,2002,12,2002,12
EVT00360,poyang,鄱阳湖流域,drought,2003-06-01,2003-07-01,2,5.018752358566016,3.8589478580328,7.7178957160656,,,,2003,6,2003,7
EVT00361,poyang,鄱阳湖流域,drought,2003-11-01,2004-01-01,3,2.4887192055875444,2.204008881804915,6.612026645414744,,,,2003,11,2004,1
EVT00362,poyang,鄱阳湖流域,drought,2004-03-01,2004-03-01,1,2.8297317734606535,2.8297317734606535,2.8297317734606535,,,,2004,3,2004,3
EVT00363,poyang,鄱阳湖流域,drought,2004-06-01,2004-06-01,1,2.19274863868048,2.19274863868048,2.19274863868048,,,,2004,6,2004,6
EVT00364,poyang,鄱阳湖流域,drought,2004-10-01,2004-10-01,1,3.3282714001862246,3.3282714001862246,3.3282714001862246,,,,2004,10,2004,10
EVT00365,poyang,鄱阳湖流域,DTF,2004-12-01,2005-02-01,3,4.780070078337481,4.780070078337481,4.780070078337481,2,drought,flood_or_wet,2004,12,2005,2
EVT00366,poyang,鄱阳湖流域,drought,2004-12-01,2004-12-01,1,1.81349539312005,1.81349539312005,1.81349539312005,,,,2004,12,2004,12
EVT00367,poyang,鄱阳湖流域,FTD,2005-02-01,2005-04-01,3,4.596716142596058,4.596716142596058,4.596716142596058,2,flood_or_wet,drought,2005,2,2005,4
EVT00368,poyang,鄱阳湖流域,flood_or_wet,2005-02-01,2005-02-01,1,2.966574685217431,2.966574685217431,2.966574685217431,,,,2005,2,2005,2
EVT00369,poyang,鄱阳湖流域,DTF,2005-04-01,2005-05-01,2,4.4060768530432455,4.4060768530432455,4.4060768530432455,1,drought,flood_or_wet,2005,4,2005,5
EVT00370,poyang,鄱阳湖流域,drought,2005-04-01,2005-04-01,1,1.6301414573786275,1.6301414573786275,1.6301414573786275,,,,2005,4,2005,4
EVT00371,poyang,鄱阳湖流域,flood_or_wet,2005-05-01,2005-05-01,1,2.7759353956646184,2.7759353956646184,2.7759353956646184,,,,2005,5,2005,5
EVT00372,poyang,鄱阳湖流域,drought,2005-08-01,2005-08-01,1,1.5586205698132725,1.5586205698132725,1.5586205698132725,,,,2005,8,2005,8
EVT00373,poyang,鄱阳湖流域,drought,2007-02-01,2007-02-01,1,1.1015078963786682,1.1015078963786682,1.1015078963786682,,,,2007,2,2007,2
EVT00374,poyang,鄱阳湖流域,drought,2007-05-01,2007-05-01,1,3.9008447578442658,3.9008447578442658,3.9008447578442658,,,,2007,5,2007,5
EVT00375,poyang,鄱阳湖流域,drought,2007-07-01,2007-07-01,1,2.9432099893031527,2.9432099893031527,2.9432099893031527,,,,2007,7,2007,7
EVT00376,poyang,鄱阳湖流域,drought,2007-11-01,2007-12-01,2,3.7423648183188964,2.75997321547087,5.51994643094174,,,,2007,11,2007,12
EVT00377,poyang,鄱阳湖流域,drought,2008-03-01,2008-03-01,1,1.988281887967851,1.988281887967851,1.988281887967851,,,,2008,3,2008,3
EVT00378,poyang,鄱阳湖流域,drought,2008-05-01,2008-05-01,1,2.3394082119926436,2.3394082119926436,2.3394082119926436,,,,2008,5,2008,5
EVT00379,poyang,鄱阳湖流域,drought,2008-12-01,2009-02-01,3,3.2597102900578716,3.173840327354806,9.521520982064418,,,,2008,12,2009,2
EVT00380,poyang,鄱阳湖流域,drought,2009-05-01,2009-06-01,2,3.1571982773173595,2.685821762716067,5.371643525432134,,,,2009,5,2009,6
EVT00381,poyang,鄱阳湖流域,drought,2009-10-01,2009-10-01,1,2.200814474853815,2.200814474853815,2.200814474853815,,,,2009,10,2009,10
EVT00382,poyang,鄱阳湖流域,flood_or_wet,2010-01-01,2010-02-01,2,2.010256273124864,1.729360291548989,3.458720583097978,,,,2010,1,2010,2
EVT00383,poyang,鄱阳湖流域,flood_or_wet,2010-04-01,2010-04-01,1,3.0265826815202463,3.0265826815202463,3.0265826815202463,,,,2010,4,2010,4
EVT00384,poyang,鄱阳湖流域,FTD,2010-06-01,2010-08-01,3,3.6250883275064956,3.6250883275064956,3.6250883275064956,2,flood_or_wet,drought,2010,6,2010,8
EVT00385,poyang,鄱阳湖流域,flood_or_wet,2010-06-01,2010-06-01,1,2.485902614701101,2.485902614701101,2.485902614701101,,,,2010,6,2010,6
EVT00386,poyang,鄱阳湖流域,drought,2010-08-01,2010-08-01,1,1.1391857128053944,1.1391857128053944,1.1391857128053944,,,,2010,8,2010,8
EVT00387,poyang,鄱阳湖流域,drought,2010-11-01,2010-11-01,1,2.646583905748039,2.646583905748039,2.646583905748039,,,,2010,11,2010,11
EVT00388,poyang,鄱阳湖流域,drought,2011-02-01,2011-05-01,4,5.175827761104468,3.3398083795526468,13.359233518210587,,,,2011,2,2011,5
EVT00389,poyang,鄱阳湖流域,flood_or_wet,2011-10-01,2011-10-01,1,1.4710806206275509,1.4710806206275509,1.4710806206275509,,,,2011,10,2011,10
EVT00390,poyang,鄱阳湖流域,flood_or_wet,2012-04-01,2012-04-01,1,2.16288510433179,2.16288510433179,2.16288510433179,,,,2012,4,2012,4
EVT00391,poyang,鄱阳湖流域,flood_or_wet,2012-06-01,2012-06-01,1,1.170441150533288,1.170441150533288,1.170441150533288,,,,2012,6,2012,6
EVT00392,poyang,鄱阳湖流域,flood_or_wet,2012-08-01,2012-09-01,2,2.278590040625554,1.9293034061508172,3.8586068123016344,,,,2012,8,2012,9
EVT00393,poyang,鄱阳湖流域,flood_or_wet,2012-11-01,2012-12-01,2,2.8036402396125477,2.518413812662723,5.036827625325446,,,,2012,11,2012,12
EVT00394,poyang,鄱阳湖流域,drought,2013-07-01,2013-08-01,2,2.21728667397504,1.9241094156253715,3.848218831250743,,,,2013,7,2013,8
EVT00395,poyang,鄱阳湖流域,DTF,2014-01-01,2014-03-01,3,4.673676308884762,4.673676308884762,4.673676308884762,2,drought,flood_or_wet,2014,1,2014,3
EVT00396,poyang,鄱阳湖流域,drought,2014-01-01,2014-01-01,1,2.6468514488190262,2.6468514488190262,2.6468514488190262,,,,2014,1,2014,1
EVT00397,poyang,鄱阳湖流域,flood_or_wet,2014-03-01,2014-03-01,1,2.026824860065735,2.026824860065735,2.026824860065735,,,,2014,3,2014,3
EVT00398,poyang,鄱阳湖流域,flood_or_wet,2014-05-01,2014-05-01,1,2.057677463251824,2.057677463251824,2.057677463251824,,,,2014,5,2014,5
EVT00399,poyang,鄱阳湖流域,flood_or_wet,2014-07-01,2014-08-01,2,2.719057954240097,2.4199430142867064,4.839886028573413,,,,2014,7,2014,8
EVT00400,poyang,鄱阳湖流域,FTD,2014-08-01,2014-10-01,3,4.299581701670433,4.299581701670433,4.299581701670433,2,flood_or_wet,drought,2014,8,2014,10
EVT00401,poyang,鄱阳湖流域,drought,2014-10-01,2014-10-01,1,1.5805237474303355,1.5805237474303355,1.5805237474303355,,,,2014,10,2014,10
EVT00402,poyang,鄱阳湖流域,DTF,2015-02-01,2015-03-01,2,3.325730752717127,3.325730752717127,3.325730752717127,1,drought,flood_or_wet,2015,2,2015,3
EVT00403,poyang,鄱阳湖流域,drought,2015-02-01,2015-02-01,1,2.2112985489258206,2.2112985489258206,2.2112985489258206,,,,2015,2,2015,2
EVT00404,poyang,鄱阳湖流域,FTD,2015-03-01,2015-04-01,2,2.8821097440143006,2.8821097440143006,2.8821097440143006,1,flood_or_wet,drought,2015,3,2015,4
EVT00405,poyang,鄱阳湖流域,flood_or_wet,2015-03-01,2015-03-01,1,1.1144322037913061,1.1144322037913061,1.1144322037913061,,,,2015,3,2015,3
EVT00406,poyang,鄱阳湖流域,DTF,2015-04-01,2015-05-01,2,4.93056424566272,4.93056424566272,4.93056424566272,1,drought,flood_or_wet,2015,4,2015,5
EVT00407,poyang,鄱阳湖流域,drought,2015-04-01,2015-04-01,1,1.7676775402229947,1.7676775402229947,1.7676775402229947,,,,2015,4,2015,4
EVT00408,poyang,鄱阳湖流域,flood_or_wet,2015-05-01,2015-05-01,1,3.162886705439725,3.162886705439725,3.162886705439725,,,,2015,5,2015,5
EVT00409,poyang,鄱阳湖流域,flood_or_wet,2015-07-01,2015-07-01,1,1.711359666840037,1.711359666840037,1.711359666840037,,,,2015,7,2015,7
EVT00410,poyang,鄱阳湖流域,flood_or_wet,2015-09-01,2016-01-01,5,4.434721552456787,3.5029893570055615,17.514946785027806,,,,2015,9,2016,1
EVT00411,poyang,鄱阳湖流域,flood_or_wet,2016-04-01,2016-06-01,3,3.5946520303983966,2.3488024000530876,7.046407200159263,,,,2016,4,2016,6
EVT00412,poyang,鄱阳湖流域,flood_or_wet,2016-09-01,2016-11-01,3,2.707029036265319,2.5251070123153183,7.5753210369459545,,,,2016,9,2016,11
EVT00413,poyang,鄱阳湖流域,DTF,2017-02-01,2017-03-01,2,4.814526133662119,4.814526133662119,4.814526133662119,1,drought,flood_or_wet,2017,2,2017,3
EVT00414,poyang,鄱阳湖流域,drought,2017-02-01,2017-02-01,1,2.217628274187624,2.217628274187624,2.217628274187624,,,,2017,2,2017,2
EVT00415,poyang,鄱阳湖流域,FTD,2017-03-01,2017-05-01,3,4.304459468448181,4.304459468448181,4.304459468448181,2,flood_or_wet,drought,2017,3,2017,5
EVT00416,poyang,鄱阳湖流域,flood_or_wet,2017-03-01,2017-03-01,1,2.5968978594744945,2.5968978594744945,2.5968978594744945,,,,2017,3,2017,3
EVT00417,poyang,鄱阳湖流域,DTF,2017-05-01,2017-06-01,2,6.502153073890863,6.502153073890863,6.502153073890863,1,drought,flood_or_wet,2017,5,2017,6
EVT00418,poyang,鄱阳湖流域,drought,2017-05-01,2017-05-01,1,1.7075616089736863,1.7075616089736863,1.7075616089736863,,,,2017,5,2017,5
EVT00419,poyang,鄱阳湖流域,flood_or_wet,2017-06-01,2017-06-01,1,4.794591464917177,4.794591464917177,4.794591464917177,,,,2017,6,2017,6
EVT00420,poyang,鄱阳湖流域,flood_or_wet,2017-08-01,2017-08-01,1,1.853929826705019,1.853929826705019,1.853929826705019,,,,2017,8,2017,8
EVT00421,poyang,鄱阳湖流域,drought,2018-04-01,2018-04-01,1,2.485667195737805,2.485667195737805,2.485667195737805,,,,2018,4,2018,4
EVT00422,poyang,鄱阳湖流域,drought,2018-06-01,2018-06-01,1,2.325626039156462,2.325626039156462,2.325626039156462,,,,2018,6,2018,6
EVT00423,poyang,鄱阳湖流域,flood_or_wet,2018-12-01,2018-12-01,1,2.4544991299915067,2.4544991299915067,2.4544991299915067,,,,2018,12,2018,12
EVT00424,poyang,鄱阳湖流域,flood_or_wet,2019-02-01,2019-02-01,1,3.5867965750379724,3.5867965750379724,3.5867965750379724,,,,2019,2,2019,2
EVT00425,poyang,鄱阳湖流域,flood_or_wet,2019-04-01,2019-04-01,1,1.4446694840379566,1.4446694840379566,1.4446694840379566,,,,2019,4,2019,4
EVT00426,poyang,鄱阳湖流域,FTD,2019-07-01,2019-08-01,2,7.666309392496596,7.666309392496596,7.666309392496596,1,flood_or_wet,drought,2019,7,2019,8
EVT00427,poyang,鄱阳湖流域,flood_or_wet,2019-07-01,2019-07-01,1,3.8747810213000156,3.8747810213000156,3.8747810213000156,,,,2019,7,2019,7
EVT00428,poyang,鄱阳湖流域,drought,2019-08-01,2019-12-01,5,3.7915283711965806,2.9857507207023573,14.928753603511787,,,,2019,8,2019,12
EVT00429,poyang,鄱阳湖流域,DTF,2019-11-01,2020-01-01,3,5.323381134295434,5.323381134295434,5.323381134295434,2,drought,flood_or_wet,2019,11,2020,1
EVT00430,poyang,鄱阳湖流域,DTF,2019-12-01,2020-01-01,2,3.7374170283553205,3.7374170283553205,3.7374170283553205,1,drought,flood_or_wet,2019,12,2020,1
EVT00431,poyang,鄱阳湖流域,flood_or_wet,2020-01-01,2020-01-01,1,1.672659969907684,1.672659969907684,1.672659969907684,,,,2020,1,2020,1
EVT00432,poyang,鄱阳湖流域,FTD,2020-03-01,2020-04-01,2,4.781406784728819,4.781406784728819,4.781406784728819,1,flood_or_wet,drought,2020,3,2020,4
EVT00433,poyang,鄱阳湖流域,flood_or_wet,2020-03-01,2020-03-01,1,2.703984143229799,2.703984143229799,2.703984143229799,,,,2020,3,2020,3
EVT00434,poyang,鄱阳湖流域,drought,2020-04-01,2020-04-01,1,2.0774226414990205,2.0774226414990205,2.0774226414990205,,,,2020,4,2020,4
EVT00435,poyang,鄱阳湖流域,flood_or_wet,2020-07-01,2020-07-01,1,2.4719297858829883,2.4719297858829883,2.4719297858829883,,,,2020,7,2020,7
EVT00436,poyang,鄱阳湖流域,FTD,2020-09-01,2020-11-01,3,5.40727639650523,5.40727639650523,5.40727639650523,2,flood_or_wet,drought,2020,9,2020,11
EVT00437,poyang,鄱阳湖流域,flood_or_wet,2020-09-01,2020-10-01,2,3.0923171440823563,2.10605421216936,4.21210842433872,,,,2020,9,2020,10
EVT00438,poyang,鄱阳湖流域,FTD,2020-10-01,2020-11-01,2,3.4347505326792374,3.4347505326792374,3.4347505326792374,1,flood_or_wet,drought,2020,10,2020,11
EVT00439,poyang,鄱阳湖流域,drought,2020-11-01,2020-11-01,1,2.3149592524228733,2.3149592524228733,2.3149592524228733,,,,2020,11,2020,11
EVT00440,poyang,鄱阳湖流域,drought,2021-01-01,2021-02-01,2,3.6412701774096288,2.4244365345192254,4.848873069038451,,,,2021,1,2021,2
EVT00441,poyang,鄱阳湖流域,flood_or_wet,2021-05-01,2021-05-01,1,2.7409704949356106,2.7409704949356106,2.7409704949356106,,,,2021,5,2021,5
EVT00442,poyang,鄱阳湖流域,flood_or_wet,2021-08-01,2021-08-01,1,2.8602520232170825,2.8602520232170825,2.8602520232170825,,,,2021,8,2021,8
EVT00443,poyang,鄱阳湖流域,flood_or_wet,2022-02-01,2022-02-01,1,2.6344426108412344,2.6344426108412344,2.6344426108412344,,,,2022,2,2022,2
EVT00444,poyang,鄱阳湖流域,FTD,2022-06-01,2022-08-01,3,6.191494528985732,6.191494528985732,6.191494528985732,2,flood_or_wet,drought,2022,6,2022,8
EVT00445,poyang,鄱阳湖流域,flood_or_wet,2022-06-01,2022-06-01,1,1.7454734094167241,1.7454734094167241,1.7454734094167241,,,,2022,6,2022,6
EVT00446,poyang,鄱阳湖流域,drought,2022-08-01,2022-10-01,3,4.643288874926947,4.059691443527842,12.179074330583527,,,,2022,8,2022,10
EVT00447,poyang,鄱阳湖流域,drought,2023-03-01,2023-03-01,1,3.228333898239314,3.228333898239314,3.228333898239314,,,,2023,3,2023,3
EVT00448,poyang,鄱阳湖流域,flood_or_wet,2023-08-01,2023-09-01,2,1.5494598761319422,1.536524220588716,3.073048441177432,,,,2023,8,2023,9
